age,gender,country,self_employed,family_history,treatment,work_interfere,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_concequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
36,male,United States of America,0,No,0,Not applicable to me,Never,1,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Maybe,No,No,Maybe,No,No
39,male,United States of America,0,No,0,Not applicable to me,Always,1,Yes,No,No,I don't know,Yes,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No
27,female,United Kingdom,0,No,1,Rarely,Always,1,Yes,I am not sure,I don't know,Yes,No,Somewhat easy,Maybe,Maybe,Maybe,No,No,No,I don't know,Yes
43,male,United States of America,0,Yes,1,Rarely,Sometimes,0,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
27,other,United States of America,0,Yes,1,Never,Always,1,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,No,Maybe,I don't know,No
37,male,United States of America,0,Yes,1,Sometimes,Always,1,Yes,Yes,I don't know,Yes,Yes,Somewhat difficult,Maybe,Maybe,Maybe,Yes,Maybe,Yes,Yes,No
41,other,United States of America,0,Yes,1,Sometimes,Always,1,Yes,Yes,No,No,I don't know,I don't know,Yes,No,Maybe,Maybe,No,Maybe,No,No
33,male,Israel,0,No,0,Not applicable to me,Never,1,No,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,No,No
37,male,Germany,0,No,1,Sometimes,Sometimes,1,I don't know,No,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,No,I don't know,No
42,male,United States of America,0,No,0,Not applicable to me,Always,1,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,Maybe,Yes,Yes,No
43,male,Denmark,0,No,0,Sometimes,Sometimes,0,Yes,No,Yes,I don't know,Yes,Very easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No
32,male,United Kingdom,0,I don't know,1,Sometimes,Never,1,No,N/A,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
32,male,United States of America,0,Yes,1,Never,Sometimes,0,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes,I don't know,No
39,male,United States of America,0,No,0,Never,Sometimes,1,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,No,No,I don't know,No
41,male,Spain,0,I don't know,1,Sometimes,Sometimes,1,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,No,I don't know,No
32,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,Maybe,No,Maybe,Yes,No
26,other,United States of America,0,Yes,1,Often,Never,0,Yes,No,No,No,Yes,I don't know,Yes,Yes,No,No,No,No,No,Yes
35,male,United States of America,0,No,0,Not applicable to me,Sometimes,0,No,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Maybe,Yes,I don't know,No
35,male,Germany,0,Yes,1,Sometimes,Never,1,Yes,I am not sure,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,No,No
56,male,United States of America,0,No,1,Never,Sometimes,0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No
34,male,United States of America,0,Yes,1,Not applicable to me,Always,1,Yes,Yes,No,I don't know,I don't know,Very difficult,Yes,No,No,No,No,Maybe,I don't know,No
37,male,Pakistan,0,I don't know,1,Not applicable to me,Sometimes,1,No,No,No,No,No,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No,I don't know,No
28,male,United States of America,0,I don't know,1,Sometimes,Sometimes,1,Yes,Yes,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,I don't know,No
46,male,Germany,0,Yes,1,Sometimes,Sometimes,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,Maybe,No,No
22,male,United States of America,0,Yes,0,Sometimes,Sometimes,1,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,No,No,No,Maybe,No,No
35,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,Yes,No,No,I don't know,I don't know,I don't know,Yes,Maybe,Maybe,No,No,No,I don't know,No
30,male,Estonia,0,No,0,Sometimes,Sometimes,1,Not eligible for coverage / N/A,N/A,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
30,female,United States of America,0,Yes,1,Rarely,Sometimes,0,Yes,I am not sure,Yes,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Yes,Maybe,Maybe,I don't know,No
28,male,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,No,No,I don't know,No
29,male,Afghanistan,0,Yes,1,Rarely,Sometimes,1,I don't know,I am not sure,No,I don't know,Yes,I don't know,Maybe,No,No,No,No,No,No,No
36,male,United Kingdom,0,I don't know,1,Rarely,Always,1,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Maybe,Maybe,Yes,No
24,female,United States of America,0,Yes,1,Rarely,Sometimes,0,Yes,Yes,No,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,I don't know,No
24,male,Canada,0,No,0,Not applicable to me,Sometimes,1,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,No,No,No,Maybe,No,Maybe,No,No
22,female,Canada,0,I don't know,1,Rarely,Sometimes,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
24,male,Canada,0,I don't know,0,Rarely,Sometimes,1,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,No,Maybe,Yes,No
26,female,Canada,0,I don't know,1,Rarely,Sometimes,1,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
52,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,I don't know,Yes
30,female,United States of America,0,Yes,0,Sometimes,Sometimes,0,I don't know,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,No,Maybe,No,No
25,other,Canada,0,I don't know,0,Not applicable to me,Sometimes,1,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,Maybe,No,No
39,male,United Kingdom,0,No,0,Not applicable to me,Sometimes,1,Not eligible for coverage / N/A,N/A,No,No,I don't know,Very easy,No,No,Maybe,Yes,Maybe,Maybe,I don't know,No
30,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,I don't know,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
44,female,United States of America,0,Yes,1,Rarely,Sometimes,0,I don't know,No,No,No,I don't know,Very difficult,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,No
28,male,United States of America,0,I don't know,1,Sometimes,Never,1,Yes,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
32,other,Canada,0,Yes,1,Sometimes,Always,1,Not eligible for coverage / N/A,No,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,No,Yes,No,No
25,male,Germany,0,I don't know,0,Not applicable to me,Sometimes,1,Yes,Yes,No,No,I don't know,Very easy,Maybe,Maybe,Maybe,No,Maybe,Maybe,I don't know,No
27,male,Netherlands,0,I don't know,1,Rarely,Sometimes,0,No,No,No,No,I don't know,Very difficult,Yes,Yes,No,No,Maybe,No,No,No
36,male,United Kingdom,0,No,0,Not applicable to me,Sometimes,1,Yes,I am not sure,No,I don't know,Yes,Very easy,No,No,Maybe,Yes,Yes,Yes,Yes,No
44,male,United States of America,0,Yes,1,Sometimes,Always,1,Yes,I am not sure,No,Yes,Yes,Very easy,No,No,Yes,Maybe,Yes,Yes,Yes,No
37,male,Australia,0,I don't know,1,Sometimes,Never,1,No,N/A,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,I don't know,No
30,male,United States of America,0,Yes,1,Rarely,Never,1,Yes,Yes,No,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
27,male,United Kingdom,0,No,1,Rarely,Never,0,Not eligible for coverage / N/A,N/A,No,No,I don't know,Very difficult,Yes,No,No,Maybe,Maybe,Yes,No,No
30,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,Yes,Yes,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
27,male,Netherlands,0,I don't know,1,Rarely,Sometimes,0,No,Yes,No,I don't know,Yes,Very easy,No,No,No,Yes,No,No,Yes,No
37,male,United States of America,0,Yes,0,Not applicable to me,Always,1,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Yes,No,Maybe,Yes,No
41,male,Netherlands,0,Yes,0,Not applicable to me,Sometimes,1,No,N/A,No,No,I don't know,Very easy,No,No,Maybe,Yes,No,Maybe,I don't know,No
33,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,No,No,Yes,No,No
33,male,United States of America,0,Yes,1,Rarely,Always,1,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No
35,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,No,I don't know,Yes,Somewhat easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No
41,male,Canada,0,No,0,Not applicable to me,Never,1,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Yes,No,No
35,male,United Kingdom,0,I don't know,1,Sometimes,Sometimes,1,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,No,Maybe,Maybe,No,No
24,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,No,No,Yes,No
36,female,United States of America,0,No,0,Not applicable to me,Always,1,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,No,No,I don't know,No
46,male,United States of America,0,I don't know,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,Yes,I don't know,Yes,I don't know,No,No,No,No,Maybe,Maybe,Yes,No
28,female,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe,No,No,No,No,I don't know,No
27,male,Netherlands,0,I don't know,0,Not applicable to me,Never,1,No,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Maybe,No,No,No,Yes
39,female,United States of America,0,Yes,1,Sometimes,Never,1,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,Maybe,Maybe,No,No
30,male,United States of America,0,Yes,1,Sometimes,Always,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Yes,Yes,No
51,male,United States of America,0,No,0,Not applicable to me,Sometimes,0,Yes,Yes,No,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,I don't know,No
26,male,United States of America,0,Yes,1,Rarely,Sometimes,0,I don't know,No,No,No,I don't know,I don't know,No,No,Maybe,Yes,Maybe,Maybe,I don't know,No
41,female,United States of America,0,Yes,1,Never,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,Yes,No
24,female,United States of America,0,I don't know,0,Not applicable to me,Sometimes,1,Yes,Yes,Yes,I don't know,I don't know,Very easy,No,No,Maybe,Yes,No,Maybe,Yes,No
28,female,Germany,0,Yes,1,Rarely,Sometimes,0,No,Yes,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,Maybe,No,Maybe,I don't know,No
44,female,United States of America,0,No,0,Not applicable to me,Sometimes,1,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,Maybe,No,Maybe,Yes,No
31,male,United States of America,0,No,1,Rarely,Sometimes,1,Yes,No,No,I don't know,I don't know,I don't know,No,No,No,Maybe,No,Maybe,Yes,No
33,male,United States of America,0,No,0,Not applicable to me,Always,1,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,I don't know,No
26,female,United States of America,0,I don't know,0,Not applicable to me,Sometimes,1,I don't know,No,No,I don't know,I don't know,I don't know,Yes,Maybe,No,Maybe,No,No,I don't know,No
21,male,United Kingdom,0,Yes,1,Sometimes,Never,1,I don't know,I am not sure,I don't know,No,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,No,Maybe,I don't know,No
34,female,United States of America,0,I don't know,1,Rarely,Sometimes,1,Yes,I am not sure,No,No,No,Somewhat easy,Maybe,No,No,Yes,No,Yes,Yes,No
35,male,United States of America,0,No,1,Rarely,Sometimes,1,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,No,Yes
29,male,United States of America,0,I don't know,0,Not applicable to me,Always,1,I don't know,No,Yes,No,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
31,male,United States of America,0,I don't know,1,Sometimes,Sometimes,1,No,I am not sure,No,I don't know,Yes,Very difficult,Yes,Maybe,Maybe,Maybe,No,No,I don't know,No
25,male,Germany,0,No,0,Sometimes,Never,1,No,I am not sure,No,No,No,Somewhat easy,Maybe,Maybe,Yes,Maybe,No,Maybe,No,No
23,male,United States of America,0,No,0,Not applicable to me,Sometimes,1,Yes,I am not sure,No,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,No,Maybe,I don't know,No
22,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,No,No,Maybe,Maybe,No,No
46,female,United States of America,0,Yes,1,Rarely,Always,1,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,No,No,I don't know,No
40,male,United States of America,0,Yes,1,Rarely,Never,1,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,No
27,male,Germany,0,Yes,0,Not applicable to me,Sometimes,1,No,No,No,No,I don't know,Neither easy nor difficult,No,No,No,No,No,Maybe,I don't know,No
35,male,United Kingdom,0,I don't know,1,Sometimes,Never,1,No,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,Yes,No,No
35,male,United Kingdom,0,No,0,Not applicable to me,Always,1,I don't know,N/A,No,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,I don't know,No
30,male,United States of America,0,No,1,Sometimes,Always,1,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,No,No,I don't know,No
25,male,Belgium,0,No,0,Not applicable to me,Sometimes,1,No,N/A,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Yes,Yes,No
31,male,Denmark,0,I don't know,0,Never,Never,1,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
37,male,Canada,0,Yes,0,Not applicable to me,Sometimes,1,Yes,No,No,No,I don't know,I don't know,Maybe,No,Maybe,No,Maybe,Maybe,Yes,No
33,male,France,0,Yes,0,Not applicable to me,Sometimes,1,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,Maybe,I don't know,Yes
30,male,India,0,No,0,Not applicable to me,Always,1,No,I am not sure,No,No,No,Somewhat easy,Maybe,No,Maybe,No,Maybe,Maybe,Yes,No
30,male,United States of America,0,I don't know,0,Often,Sometimes,1,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No
25,female,United States of America,0,I don't know,1,Never,Sometimes,1,I don't know,No,No,Yes,No,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No
30,male,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
30,female,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,Yes,No
30,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,Yes,No,Yes,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,No,Maybe,No,Yes
28,male,United States of America,0,Yes,1,Rarely,Never,1,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,Yes
36,male,United States of America,0,No,1,Sometimes,Sometimes,1,Yes,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,Yes,No
29,male,United States of America,0,Yes,1,Never,Sometimes,1,Yes,I am not sure,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
25,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
34,female,United States of America,0,No,0,Not applicable to me,Sometimes,1,Yes,No,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,No,No,No,No
38,male,United Kingdom,0,No,0,Not applicable to me,Never,1,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
31,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Maybe,No,No
28,female,United States of America,0,Yes,1,Sometimes,Sometimes,1,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
28,female,United States of America,0,No,1,Sometimes,Sometimes,1,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
40,male,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
36,male,United States of America,0,I don't know,0,Not applicable to me,Never,1,Yes,I am not sure,I don't know,Yes,I don't know,Very easy,No,No,Maybe,Maybe,No,No,Yes,No
27,female,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,Yes,No,Yes,I don't know,Yes,Very difficult,Maybe,Maybe,Maybe,No,Maybe,Maybe,I don't know,No
26,other,United Kingdom,0,I don't know,1,Rarely,Sometimes,1,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,No,Yes,I don't know,No
26,male,United Kingdom,0,Yes,0,Rarely,Never,1,I don't know,No,Yes,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
31,male,Norway,0,No,0,Not applicable to me,Sometimes,1,No,I am not sure,Yes,No,Yes,Very easy,No,No,Maybe,Yes,No,Maybe,Yes,No
36,male,United States of America,0,No,0,Not applicable to me,Sometimes,0,I don't know,No,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
50,male,United States of America,0,Yes,1,Never,Sometimes,1,Yes,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,Maybe,Yes,No
23,female,Canada,0,Yes,1,Sometimes,Never,1,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,Maybe,Maybe,Yes,No
26,female,Canada,0,Yes,0,Sometimes,Never,1,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,No,Yes,I don't know,No
25,male,India,0,Yes,0,Not applicable to me,Never,1,No,N/A,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,Maybe,Yes,I don't know,No
35,male,United States of America,0,No,0,Not applicable to me,Sometimes,0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,No,No,I don't know,No
38,female,United States of America,0,I don't know,1,Rarely,Sometimes,1,Yes,I am not sure,No,Yes,I don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No
29,male,Canada,0,I don't know,1,Not applicable to me,Never,1,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,I don't know,No
25,female,United States of America,0,No,1,Sometimes,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
29,female,United States of America,0,Yes,0,Rarely,Sometimes,1,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
43,male,United States of America,0,No,1,Sometimes,Sometimes,1,No,Yes,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,Yes,Yes,I don't know,No
27,female,United States of America,0,Yes,0,Not applicable to me,Sometimes,1,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
35,female,United States of America,0,I don't know,1,Sometimes,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
28,female,United States of America,0,Yes,1,Sometimes,Always,1,I don't know,No,No,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
28,male,Canada,0,Yes,0,Not applicable to me,Always,1,Yes,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
28,female,United States of America,0,Yes,1,Rarely,Sometimes,1,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Yes,Maybe,Maybe,Maybe,No,Maybe,No,No
38,male,Netherlands,0,Yes,1,Rarely,Never,1,No,No,No,No,No,Somewhat easy,Yes,Maybe,Yes,Maybe,Yes,Yes,No,Yes
32,male,United States of America,0,I don't know,1,Sometimes,Sometimes,1,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,No,No,Yes,No
22,male,Netherlands,0,No,1,Not applicable to me,Never,1,I don't know,No,Yes,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,No,Yes,Yes,No
31,male,United States of America,0,Yes,1,Never,Always,1,I don't know,No,Yes,No,I don't know,Very easy,Yes,Maybe,Maybe,Maybe,No,Maybe,Yes,No
26,male,Colombia,0,I don't know,0,Not applicable to me,Always,0,No,I am not sure,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
24,male,United States of America,0,No,1,Never,Sometimes,1,Yes,Yes,No,No,I don't know,Somewhat easy,No,No,Yes,Maybe,No,No,I don't know,No
